arc,fraction,x_m,y_m,radial_x,radial_y
left_wall,0.984375,-6.547521293372844,-1.8232689663259658,-0.9801653579753091,-0.19818140938325718
left_wall,1,-6.541702341073735,-1.851815572859831,-0.9795328631601885,-0.20128430139780773
left_knee,0,-6.541702341073734,-1.8518155728598327,-0.9795328631601885,-0.20128430139780773
left_knee,0.015625,-6.534108694250933,-1.887290926610199,-0.9760988996030291,-0.2173268004498197
left_knee,0.03125,-6.5259340834799975,-1.9226369297014494,-0.9724022152382692,-0.23331080514992625
left_knee,0.046875,-6.5171807089891445,-1.9578440686196568,-0.9684438050428541,-0.24923201334122058
left_knee,0.0625,-6.507850926783097,-1.9929028672267224,-0.964224734438253,-0.2650861397687187
left_knee,0.078125,-6.497947248008948,-2.0278038893109174,-0.9597461390036954,-0.28086891723275365
left_knee,0.09375,-6.487472338280283,-2.0625377411266803,-0.9550092241705264,-0.29657609773751026
left_knee,0.109375,-6.476429016959713,-2.0970950739229726,-0.95001526489776,-0.3122034536343872
left_knee,0.125,-6.464820256400037,-2.1314665864595366,-0.9447656053289186,-0.32774677875988645
left_knee,0.140625,-6.452649181144219,-2.165643027510357,-0.9392616584302523,-0.34320188956771797
left_knee,0.15625,-6.439919067084407,-2.19961519835367,-0.9335049056104322,-0.3585646262548189
left_knee,0.171875,-6.426633340580214,-2.2333739552478273,-0.9274968963218252,-0.3738308538809784
left_knee,0.1875,-6.412795577536496,-2.266910211892374,-0.9212392476434518,-0.38899646348177386
left_knee,0.203125,-6.398409502440888,-2.3002149418736635,-0.9147336438457426,-0.40405737317451607
left_knee,0.21875,-6.383478987361343,-2.3332791810943463,-0.9079818359372119,-0.4190095292569012
left_knee,0.234375,-6.368008050903949,-2.3660940301860953,-0.9009856411931659,-0.4338489072980818
left_knee,0.25,-6.352000857131303,-2.398650656904907,-0.8937469426665757,-0.4485715132218591
left_knee,0.265625,-6.335461714441743,-2.4309402985083284,-0.8862676886812472,-0.463173384381702
left_knee,0.28125,-6.31839507440972,-2.462954264113988,-0.8785498923074218,-0.47765059062730947
left_knee,0.296875,-6.3008055305876445,-2.494683937038781,-0.8705956308199501,-0.4919992353624274
left_knee,0.3125,-6.28269781726951,-2.526120777118078,-0.8624070451391864,-0.50621545659363
left_knee,0.328125,-6.264076808216642,-2.5572563230043492,-0.8539863392547512,-0.520295427969792
left_knee,0.34375,-6.244947515345908,-2.588082194444564,-0.8453357796323188,-0.5342353598119651
left_knee,0.359375,-6.225315087380731,-2.618590094535773,-0.8364576946035887,-0.5480315001333862
left_knee,0.375,-6.205184808465306,-2.648771811958249,-0.8273544737396074,-0.5616801356493367
left_knee,0.390625,-6.1845620967423365,-2.6786192231855965,-0.8180285672076048,-0.5751775927765905
left_knee,0.40625,-6.163452502894733,-2.7081242946712285,-0.8084824851115228,-0.5885202386221703
left_knee,0.421875,-6.141861708651616,-2.7372790850106297,-0.7987187968164114,-0.6017044819611568
left_knee,0.4375,-6.119795525259063,-2.7660757470788147,-0.7887401302568737,-0.6147267742032796
left_knee,0.453125,-6.097259891915984,-2.794506530142412,-0.7785491712297462,-0.6275836103480359
left_knee,0.46875,-6.074260874175566,-2.8225637819458056,-0.768148662671208,-0.6402715299280726
left_knee,0.484375,-6.050804662312708,-2.8502399507707654,-0.757541403918508,-0.6527871179405855
left_knee,0.5,-6.026897569657876,-2.877527587469028,-0.7467302499565115,-0.6651270057664821
left_knee,0.515625,-6.002546030897856,-2.9044193474672557,-0.7357181106492716,-0.6772878720770558
left_knee,0.53125,-5.977756600343827,-2.9309079927438653,-0.7245079499568269,-0.689266443727936
left_knee,0.546875,-5.9525359501672455,-2.9569863937771617,-0.713102785137441,-0.7010594966400674
left_knee,0.5625,-5.926890868603998,-2.9826475314642846,-0.701505685935494,-0.712663856667484
left_knee,0.578125,-5.900828258127333,-3.007884499010418,-0.6897197737552513,-0.7240764004516408
left_knee,0.59375,-5.874355133590021,-3.032690503787791,-0.6777482208207234,-0.7352940562620808
left_knee,0.609375,-5.84747862033629,-3.057058869163931,-0.6655942493218507,-0.7463138048232003
left_knee,0.625,-5.820205952284003,-3.08098303629871,-0.6532611305472387,-0.7571326801269006
left_knee,0.640625,-5.792544469977628,-3.1044565659096808,-0.640752184003677,-0.7677477702308996
left_knee,0.65625,-5.7645016186124955,-3.127473140005236,-0.6280707765226816,-0.7781562180424929
left_knee,0.671875,-5.736084946030902,-3.150026563585115,-0.6152203213543006,-0.7883552220875505
left_knee,0.6875,-5.707302100690571,-3.1721107663078225,-0.6022042772484205,-0.7983420372645471
left_knee,0.703125,-5.67816082960605,-3.1937198041244743,-0.5890261475238356,-0.8081139755834128
left_knee,0.71875,-5.648668976263561,-3.214847860878664,-0.5756894791253128,-0.8176684068890189
left_knee,0.734375,-5.6188344785099105,-3.2354892498719083,-0.5621978616689183,-0.8270027595690934
left_knee,0.75,-5.58866536641597,-3.2556384153942366,-0.5485549264758597,-0.8361145212463805
left_knee,0.765625,-5.558169760115362,-3.2752899342195425,-0.5347643455950984,-0.8450012394548579
left_knee,0.78125,-5.527355867618891,-3.2944385170652533,-0.5208298308150079,-0.8536605222998251
left_knee,0.796875,-5.496231982605331,-3.3130790100159704,-0.5067551326643288,-0.862090039101693
left_knee,0.8125,-5.464806482189141,-3.3312063959106624,-0.4925440394026998,-0.8702875210232948
left_knee,0.828125,-5.433087824665737,-3.3488157956930538,-0.4782003760010334,-0.8782507616805523
left_knee,0.84375,-5.40108454723491,-3.365902469724841,-0.46372800311200973,-0.8859776177363331
left_knee,0.859375,-5.368805263703003,-3.382461819061385,-0.44913081603096777,-0.8934660094773371
left_knee,0.875,-5.33625866216447,-3.398489386689537,-0.43441274364746857,-0.9007139213738615
left_knee,0.890625,-5.303453502663447,-3.413980858727258,-0.41957774738782366,-0.9077194026222859
left_knee,0.90625,-5.2703986148359485,-3.4289320655847186,-0.4046298201488592,-0.9144805676701402
left_knee,0.921875,-5.237102895533338,-3.4433389830865586,-0.38957298522321243,-0.920995596723608
left_knee,0.9375,-5.203575306427704,-3.4571977335550117,-0.37441129521644756,-0.927262736237331
left_knee,0.953125,-5.169824871599795,-3.4705045868535946,-0.3591488309562814,-0.9332802993863828
left_knee,0.96875,-5.1358606751101465,-3.4832559613910927,-0.34378970039421,-0.939046666520285
left_knee,0.984375,-5.1016918585540765,-3.4954484250855535,-0.32833803749984203,-0.9445602855989407
left_knee,1,-5.067327618601191,-3.5070786962880485,-0.31279800114822187,-0.9498196726103735
invert,0,-5.067327618601194,-3.5070786962880494,-0.31279800114822187,-0.9498196726103735
invert,0.015625,-4.914104536592143,-3.5566957799732677,-0.30333978620939156,-0.9528824555539055
invert,0.03125,-4.760395752013265,-3.6047871242782676,-0.29385158963044844,-0.9558510570542141
invert,0.046875,-4.606216457205526,-3.6513479759281964,-0.28433434921021766,-0.9587251836992715
invert,0.0625,-4.451581891014408,-3.6963737329197563,-0.2747890056181733,-0.9615045514147998
invert,0.078125,-4.2965073372837015,-3.739859944976052,-0.26521650230146304,-0.9641888854923489
invert,0.09375,-4.141008123344935,-3.7818023139864465,-0.2556177853916627,-0.9667779206164474
invert,0.109375,-3.985099618502361,-3.8221966944313976,-0.24599380361125686,-0.9692714008908271
